Scaffold,start,end,dir,feature,CGI_ID,type,ID,Description
scaffold408,497434,499679,1,gene,CGI_10023243,transcript,EKC37344,
scaffold408,502740,504830,1,gene,CGI_10023244,transcript,EKC37345,Glycolipid transfer protein domain-containing protein 1 
scaffold408,505427,506333,1,gene,CGI_10023245,transcript,EKC37346,Glycolipid transfer protein domain-containing protein 1 
scaffold408,506828,512438,-1,gene,CGI_10023246,transcript,EKC37347,Tenascin-R 
scaffold408,521268,548208,-1,gene,CGI_10023247,transcript,EKC37348,P2X purinoceptor 
scaffold408,551872,569972,-1,gene,CGI_10023249,transcript,EKC37349,
scaffold408,594032,595291,-1,gene,CGI_10023251,transcript,EKC37350,UPF0516 protein C12orf72-like protein 
scaffold408,596838,603456,1,gene,CGI_10023252,transcript,EKC37351,Switch-associated protein 70 
scaffold408,616242,625865,1,gene,CGI_10023254,transcript,EKC37352,CUB and sushi domain-containing protein 2 
scaffold408,627488,637893,-1,gene,CGI_10023255,transcript,EKC37353,Retinal-binding protein 
scaffold408,650779,661739,-1,gene,CGI_10023256,transcript,EKC37354,SEC14-like protein 2 
scaffold408,666420,670264,1,gene,CGI_10023257,transcript,EKC37355,Potassium voltage-gated channel subfamily D member 1 
scaffold408,672280,673273,-1,gene,CGI_10023258,transcript,EKC37356,Metallophosphoesterase domain-containing protein 1 
scaffold408,694082,702970,1,gene,CGI_10023259,transcript,EKC37357,
scaffold408,769718,769930,-1,gene,CGI_10023260,transcript,EKC37358,
scaffold408,770720,770926,1,gene,CGI_10023261,transcript,EKC37359,
scaffold408,773281,782803,1,gene,CGI_10023262,transcript,EKC37360,
scaffold408,784237,786113,-1,gene,CGI_10023263,transcript,EKC37361,Transcription initiation factor TFIID subunit 12 
scaffold408,786852,792323,1,gene,CGI_10023264,transcript,EKC37362,
scaffold408,804464,807405,-1,gene,CGI_10023265,transcript,EKC37363,Dynein light chain Tctex-type 1 
scaffold42618,39630,45757,1,gene,CGI_10007338,transcript,EKC19890,High-affinity choline transporter 1 
scaffold42618,55034,58248,1,gene,CGI_10007339,transcript,EKC19891,
scaffold42618,61890,73740,1,gene,CGI_10007340,transcript,EKC19892,GTP-binding protein RAD 
scaffold42618,149541,157533,-1,gene,CGI_10007341,transcript,EKC19893,Hermansky-Pudlak syndrome 1-like protein 
scaffold42618,158702,172761,-1,gene,CGI_10007343,transcript,EKC19894,Polycomb group RING finger protein 3 
scaffold37712,15194,37462,-1,gene,CGI_10002463,transcript,EKC22333,
scaffold40584,17012,23012,1,gene,CGI_10004248,transcript,EKC21255,Fucolectin-4 
scaffold40584,39320,59449,1,gene,CGI_10004249,transcript,EKC21256,Fucolectin 
scaffold36362,6833,7228,1,gene,CGI_10001864,transcript,EKC22623,
scaffold36362,7677,7982,1,gene,CGI_10001865,transcript,EKC22624,
scaffold36362,8676,8879,-1,gene,CGI_10001866,transcript,EKC22625,
scaffold1778,7274,9139,1,gene,CGI_10002477,transcript,EKC24659,
scaffold1778,11931,31159,-1,gene,CGI_10002478,transcript,EKC24660,30S ribosomal protein S11 
scaffold1778,34936,42863,-1,gene,CGI_10002479,transcript,EKC24661,RING finger protein nhl-1 
scaffold1535,65624,65848,-1,gene,CGI_10005841,transcript,EKC26673,
scaffold1535,66755,69289,-1,gene,CGI_10005842,transcript,EKC26674,Derlin-1 
scaffold1535,91570,94447,-1,gene,CGI_10005843,transcript,EKC26675,
scaffold1535,97053,97358,1,gene,CGI_10005844,transcript,EKC26676,
scaffold1535,101526,101912,-1,gene,CGI_10005845,transcript,EKC26677,
scaffold1535,101940,102425,-1,gene,CGI_10005846,transcript,EKC26678,
scaffold43500,1793,12691,-1,gene,CGI_10010612,transcript,EKC18888,
scaffold43500,56260,60923,1,gene,CGI_10010613,transcript,EKC18889,Wee1-like protein kinase 
scaffold43500,67492,74179,-1,gene,CGI_10010614,transcript,EKC18890,
scaffold43500,75844,79368,-1,gene,CGI_10010615,transcript,EKC18891,Aggrecan core protein 
scaffold43500,125184,125342,1,gene,CGI_10010616,transcript,EKC18892,Pre-mRNA-splicing factor syf2 
scaffold43500,131869,132534,-1,gene,CGI_10010617,transcript,EKC18893,"Alpha-(1,3)-fucosyltransferase C "
scaffold43500,139719,139958,1,gene,CGI_10010618,transcript,EKC18894,
scaffold43500,140096,140308,1,gene,CGI_10010619,transcript,EKC18895,
scaffold43500,149614,150279,-1,gene,CGI_10010620,transcript,EKC18896,"Alpha-(1,3)-fucosyltransferase C "
scaffold43500,176435,179611,1,gene,CGI_10010621,transcript,EKC18897,Oxalate\x3aformate antiporter 
scaffold43500,185936,226641,1,gene,CGI_10010622,transcript,EKC18898,Phospholipase D1 
scaffold43500,231155,239451,-1,gene,CGI_10010623,transcript,EKC18899,Transcriptional repressor CTCF 
scaffold43500,242504,243661,1,gene,CGI_10010624,transcript,EKC18900,Phospholipase A2 inhibitor subunit B 
scaffold43500,247314,259859,1,gene,CGI_10010625,transcript,EKC18901,
scaffold43500,261703,263297,-1,gene,CGI_10010626,transcript,EKC18902,
scaffold38458,24004,48003,-1,gene,CGI_10002783,transcript,EKC22103,
scaffold38458,56051,56269,1,gene,CGI_10002785,transcript,EKC22104,
scaffold37680,2810,3946,1,gene,CGI_10002454,transcript,EKC22337,Tubulin alpha-1C chain 
scaffold37680,9868,16114,1,gene,CGI_10002455,transcript,EKC22338,Tubulin alpha-1C chain 
scaffold37680,27312,29915,1,gene,CGI_10002456,transcript,EKC22339,Tubulin alpha chain 
scaffold37680,37625,45156,-1,gene,CGI_10002457,transcript,EKC22340,Multidrug resistance protein 3 
scaffold22,8578,16105,1,gene,CGI_10028822,transcript,EKC42857,
scaffold22,19007,20126,1,gene,CGI_10028823,transcript,EKC42858,
scaffold22,26310,46524,1,gene,CGI_10028824,transcript,EKC42859,"Type I inositol-1,4,5-trisphosphate 5-phosphatase "
scaffold22,65005,75021,-1,gene,CGI_10028825,transcript,EKC42860,Homeobox protein Nkx-6.2 
scaffold22,87774,88582,1,gene,CGI_10028827,transcript,EKC42861,Peptidoglycan-recognition protein SC2 
scaffold22,89502,123774,-1,gene,CGI_10028828,transcript,EKC42862,Sushi domain-containing protein 2 
scaffold22,124174,126057,-1,gene,CGI_10028829,transcript,EKC42863,
scaffold22,134433,152881,-1,gene,CGI_10028830,transcript,EKC42864,Fanconi anemia group I-like protein 
scaffold22,157108,183005,1,gene,CGI_10028831,transcript,EKC42865,Centromere protein J 
scaffold22,184430,194476,-1,gene,CGI_10028832,transcript,EKC42866,
scaffold22,196145,201753,1,gene,CGI_10028834,transcript,EKC42867,STI1-like protein 
scaffold22,203798,218589,1,gene,CGI_10028835,transcript,EKC42868,
scaffold22,218596,220274,-1,gene,CGI_10028836,transcript,EKC42869,
scaffold22,255134,258709,-1,gene,CGI_10028837,transcript,EKC42870,
scaffold22,264482,280480,-1,gene,CGI_10028838,transcript,EKC42871,
scaffold22,295347,297930,-1,gene,CGI_10028839,transcript,EKC42872,"Putative ribosome-binding factor A, mitochondrial "
scaffold22,300614,309843,1,gene,CGI_10028840,transcript,EKC42873,Transcription factor 25 
scaffold22,311472,312194,-1,gene,CGI_10028841,transcript,EKC42874,
scaffold22,315250,316521,-1,gene,CGI_10028842,transcript,EKC42875,DNA replication complex GINS protein PSF3 
scaffold22,325004,332539,-1,gene,CGI_10028843,transcript,EKC42876,Protein flp 
scaffold22,337554,348721,-1,gene,CGI_10028844,transcript,EKC42877,Galactoside 2-alpha-L-fucosyltransferase 3 
scaffold22,355567,358835,1,gene,CGI_10028845,transcript,EKC42878,
scaffold22,363448,382516,1,gene,CGI_10028847,transcript,EKC42879,
scaffold22,382634,415748,1,gene,CGI_10028849,transcript,EKC42880,Protein FAM38B 
scaffold22,416259,416654,1,gene,CGI_10028851,transcript,EKC42881,Protein FAM38B 
scaffold22,421308,425249,-1,gene,CGI_10028852,transcript,EKC42882,Suppressor of presenilin protein 4 
scaffold22,448793,461598,-1,gene,CGI_10028854,transcript,EKC42883,
scaffold22,467487,478328,-1,gene,CGI_10028856,transcript,EKC42884,"Alanyl-tRNA synthetase, cytoplasmic "
scaffold22,490711,518592,1,gene,CGI_10028857,transcript,EKC42885,Adenylate cyclase type 2 
scaffold22,520504,522717,-1,gene,CGI_10028858,transcript,EKC42886,M-phase phosphoprotein 6 
scaffold22,524664,550709,1,gene,CGI_10028859,transcript,EKC42887,Tudor domain-containing protein 12 
scaffold22,554983,555225,-1,gene,CGI_10028861,transcript,EKC42888,
scaffold22,555251,561584,-1,gene,CGI_10028862,transcript,EKC42889,von Willebrand factor D and EGF domain-containing protein 
scaffold22,563286,564482,-1,gene,CGI_10028863,transcript,EKC42890,F-box/LRR-repeat protein 8 
scaffold22,565455,568056,1,gene,CGI_10028864,transcript,EKC42891,UPF0406 protein C16orf57-like protein 
scaffold22,570387,574270,1,gene,CGI_10028865,transcript,EKC42892,
scaffold22,592709,593032,1,gene,CGI_10028866,transcript,EKC42893,
scaffold22,618837,623538,-1,gene,CGI_10028867,transcript,EKC42894,
scaffold22,647412,663312,-1,gene,CGI_10028868,transcript,EKC42895,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 "
scaffold22,692262,701602,-1,gene,CGI_10028869,transcript,EKC42896,
scaffold22,706489,715748,1,gene,CGI_10028870,transcript,EKC42897,
scaffold22,724097,732086,-1,gene,CGI_10028871,transcript,EKC42898,Plasminogen activator inhibitor 1 RNA-binding protein 
scaffold22,732644,737887,1,gene,CGI_10028872,transcript,EKC42899,
scaffold22,741599,746366,-1,gene,CGI_10028873,transcript,EKC42900,Translation initiation factor eIF-2B subunit beta 
scaffold22,770303,771947,1,gene,CGI_10028874,transcript,EKC42901,
scaffold22,826672,833586,1,gene,CGI_10028875,transcript,EKC42902,Carboxylesterase 2 
scaffold22,837198,841798,1,gene,CGI_10028877,transcript,EKC42903,"Fatty acyl-CoA hydrolase, medium chain "
scaffold22,842648,844709,1,gene,CGI_10028878,transcript,EKC42904,"Fatty acyl-CoA hydrolase, medium chain "
scaffold22,846351,849634,-1,gene,CGI_10028879,transcript,EKC42905,
scaffold22,852632,884943,1,gene,CGI_10028880,transcript,EKC42906,Ankyrin repeat and SOCS box protein 8 
scaffold22,884998,891323,1,gene,CGI_10028881,transcript,EKC42907,DNA ligase 
scaffold22,902344,920436,1,gene,CGI_10028883,transcript,EKC42908,DNA ligase 4 
scaffold22,924261,941065,-1,gene,CGI_10028884,transcript,EKC42909,MMS19 nucleotide excision repair-like protein 
scaffold22,941585,944355,1,gene,CGI_10028885,transcript,EKC42910,Ubiquitin domain-containing protein 2 
scaffold22,952415,954142,-1,gene,CGI_10028886,transcript,EKC42911,Tripartite motif-containing protein 2 
scaffold22,972247,973470,-1,gene,CGI_10028887,transcript,EKC42912,FMRFamide receptor 
scaffold22,977756,980271,-1,gene,CGI_10028888,transcript,EKC42913,
scaffold22,1007155,1016074,-1,gene,CGI_10028889,transcript,EKC42914,Matrix metalloproteinase-21 
scaffold22,1020162,1020419,1,gene,CGI_10028890,transcript,EKC42915,
scaffold22,1033733,1033915,-1,gene,CGI_10028891,transcript,EKC42916,
scaffold22,1046520,1047244,-1,gene,CGI_10028892,transcript,EKC42917,
scaffold22,1051162,1059061,-1,gene,CGI_10028893,transcript,EKC42918,Uroporphyrinogen-III synthase 
scaffold22,1067415,1070706,1,gene,CGI_10028894,transcript,EKC42919,
scaffold22,1072729,1078419,1,gene,CGI_10028895,transcript,EKC42920,
scaffold22,1079633,1088835,-1,gene,CGI_10028896,transcript,EKC42921,Cyclic AMP-responsive element-binding protein 3-like protein 2 
scaffold22,1089469,1092422,-1,gene,CGI_10028897,transcript,EKC42922,Amiloride-sensitive amine oxidase
scaffold22,1121658,1166105,1,gene,CGI_10028898,transcript,EKC42923,
scaffold22,1173592,1193519,-1,gene,CGI_10028900,transcript,EKC42924,Vacuolar protein sorting-associated protein 41-like protein 
scaffold22,1199166,1209013,1,gene,CGI_10028901,transcript,EKC42925,"POU domain, class 6, transcription factor 2 "
scaffold22,1214625,1237624,1,gene,CGI_10028902,transcript,EKC42926,
scaffold22,1248667,1250202,-1,gene,CGI_10028903,transcript,EKC42927,Cholinesterase 
scaffold22,1267697,1269562,1,gene,CGI_10028904,transcript,EKC42928,Dimethylaniline monooxygenase
scaffold22,1296873,1324907,1,gene,CGI_10028906,transcript,EKC42929,Ficolin-1 
scaffold22,1328997,1340703,1,gene,CGI_10028907,transcript,EKC42930,Ficolin-2 
scaffold22,1367368,1379024,-1,gene,CGI_10028908,transcript,EKC42931,
scaffold22,1384341,1387568,1,gene,CGI_10028910,transcript,EKC42932,Fibrinogen-like protein A 
scaffold22,1389679,1404205,-1,gene,CGI_10028911,transcript,EKC42933,WD repeat and FYVE domain-containing protein 2 
scaffold22,1405457,1426989,-1,gene,CGI_10028913,transcript,EKC42934,U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1 
scaffold22,1433235,1462478,1,gene,CGI_10028915,transcript,EKC42935,Huntingtin 
scaffold22,1462661,1465461,1,gene,CGI_10028916,transcript,EKC42936,Huntingtin 
scaffold22,1468323,1474027,-1,gene,CGI_10028917,transcript,EKC42937,DENN domain-containing protein 5A 
scaffold22,1479049,1489206,1,gene,CGI_10028918,transcript,EKC42938,Laminin subunit alpha-2 
scaffold22,1499029,1499223,-1,gene,CGI_10028919,transcript,EKC42939,
scaffold22,1499235,1505522,-1,gene,CGI_10028920,transcript,EKC42940,Nuclear receptor subfamily 2 group E member 1 
scaffold22,1530092,1536360,-1,gene,CGI_10028921,transcript,EKC42941,Nuclear receptor subfamily 2 group E member 1 
scaffold22,1547390,1552288,1,gene,CGI_10028922,transcript,EKC42942,
scaffold22,1602628,1603059,1,gene,CGI_10028923,transcript,EKC42943,Toll-like receptor 13 
scaffold22,1623701,1625155,1,gene,CGI_10028924,transcript,EKC42944,Toll-like receptor 4 
scaffold22,1653110,1666526,-1,gene,CGI_10028926,transcript,EKC42945,Pyroglutamylated RFamide peptide receptor 
scaffold22,1670156,1678053,-1,gene,CGI_10028927,transcript,EKC42946,Peptidase M20 domain-containing protein 2 
scaffold22,1682597,1708267,1,gene,CGI_10028928,transcript,EKC42947,Peptidase M20 domain-containing protein 2 
scaffold22,1710615,1726578,1,gene,CGI_10028929,transcript,EKC42948,Nose resistant to fluoxetine protein 6 
scaffold22,1728744,1730768,-1,gene,CGI_10028930,transcript,EKC42949,Tripartite motif-containing protein 45 
scaffold22,1740746,1762025,1,gene,CGI_10028931,transcript,EKC42950,SID1 transmembrane family member 1 
scaffold22,1763621,1771882,1,gene,CGI_10028933,transcript,EKC42951,Zinc finger MYND domain-containing protein 19 
scaffold22,1784983,1800181,-1,gene,CGI_10028934,transcript,EKC42952,A disintegrin and metalloproteinase with thrombospondin motifs 7 
scaffold22,1819528,1821088,1,gene,CGI_10028935,transcript,EKC42953,
scaffold22,1863347,1863687,1,gene,CGI_10028937,transcript,EKC42954,
scaffold22,1863760,1864161,1,gene,CGI_10028938,transcript,EKC42955,
scaffold22,1869336,1885890,-1,gene,CGI_10028939,transcript,EKC42956,Multiple epidermal growth factor-like domains 11 
scaffold35836,11036,21459,-1,gene,CGI_10001625,transcript,EKC22717,Multiple epidermal growth factor-like domains 10 
scaffold35836,22394,27518,-1,gene,CGI_10001626,transcript,EKC22718,Multiple epidermal growth factor-like domains 10 
scaffold907,12639,12941,1,gene,CGI_10003557,transcript,EKC31950,
scaffold907,20222,20742,-1,gene,CGI_10003559,transcript,EKC31951,
scaffold40412,4188,16676,-1,gene,CGI_10004112,transcript,EKC21327,Solute carrier family 13 member 5 
scaffold40412,54206,62812,-1,gene,CGI_10004113,transcript,EKC21328,D-beta-hydroxybutyrate dehydrogenase 
scaffold40412,70856,89195,1,gene,CGI_10004114,transcript,EKC21329,Calmodulin-like protein 12 
scaffold36980,15073,20938,1,gene,CGI_10002151,transcript,EKC22472,
scaffold36980,21956,27659,-1,gene,CGI_10002152,transcript,EKC22473,
scaffold36980,34543,37698,1,gene,CGI_10002153,transcript,EKC22474,
scaffold726,574,1635,1,gene,CGI_10008399,transcript,EKC33427,
scaffold726,11960,25224,-1,gene,CGI_10008400,transcript,EKC33428,
scaffold726,27594,36188,1,gene,CGI_10008401,transcript,EKC33429,Rab-like protein 5 
scaffold726,48086,64043,1,gene,CGI_10008402,transcript,EKC33430,Transporter 
scaffold726,76896,97309,-1,gene,CGI_10008403,transcript,EKC33431,Sarcalumenin 
scaffold726,97835,101651,1,gene,CGI_10008404,transcript,EKC33432,
scaffold726,105981,109809,-1,gene,CGI_10008405,transcript,EKC33433,NADH dehydrogenase
scaffold726,112757,131747,1,gene,CGI_10008406,transcript,EKC33434,Ubiquitin-protein ligase E3B 
scaffold726,142850,143875,1,gene,CGI_10008408,transcript,EKC33435,"UDP-GalNAc\x3abeta-1, 3-N-acetylgalactosaminyltransferase 1 "
scaffold726,145816,149470,-1,gene,CGI_10008409,transcript,EKC33436,Tubulin delta chain 
scaffold726,150061,154252,1,gene,CGI_10008410,transcript,EKC33437,"39S ribosomal protein L50, mitochondrial "
scaffold726,168120,186355,1,gene,CGI_10008412,transcript,EKC33438,Phosphatase Slingshot-like protein 2 
scaffold726,195859,197902,1,gene,CGI_10008413,transcript,EKC33439,
scaffold726,201248,203909,-1,gene,CGI_10008414,transcript,EKC33440,Hepatic leukemia factor 
scaffold336,84535,87396,1,gene,CGI_10012564,transcript,EKC38511,5-hydroxytryptamine receptor 
scaffold336,110185,147330,1,gene,CGI_10012565,transcript,EKC38512,Poly
scaffold336,153891,174105,-1,gene,CGI_10012567,transcript,EKC38513,O-acyltransferase 
scaffold336,195464,211672,1,gene,CGI_10012568,transcript,EKC38514,Integrin alpha-4 
scaffold336,219786,227102,1,gene,CGI_10012570,transcript,EKC38515,Cell division protein kinase 5 
scaffold336,227106,240222,1,gene,CGI_10012571,transcript,EKC38516,
scaffold336,248063,266600,-1,gene,CGI_10012572,transcript,EKC38517,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A 
scaffold336,270645,272596,-1,gene,CGI_10012574,transcript,EKC38518,Cytochrome c 
scaffold336,277327,289494,-1,gene,CGI_10012575,transcript,EKC38519,Zinc finger SWIM domain-containing protein 2 
scaffold336,289953,293485,1,gene,CGI_10012576,transcript,EKC38520,TCF3 fusion partner-like protein 
scaffold336,294981,297585,-1,gene,CGI_10012577,transcript,EKC38521,Enkurin 
scaffold336,299791,303433,-1,gene,CGI_10012578,transcript,EKC38522,Ubiquitin-conjugating enzyme E2 6 
scaffold336,312132,315523,-1,gene,CGI_10012579,transcript,EKC38523,Inositol hexakisphosphate kinase 2 
scaffold336,316102,318852,-1,gene,CGI_10012580,transcript,EKC38524,
scaffold1532,31,3314,-1,gene,CGI_10028230,transcript,EKC26697,Ceroid-lipofuscinosis neuronal protein 6 
scaffold1532,6946,21540,1,gene,CGI_10028231,transcript,EKC26698,Thioredoxin domain-containing protein 16 
scaffold1532,28246,32426,1,gene,CGI_10028232,transcript,EKC26699,
scaffold1532,67061,101808,1,gene,CGI_10028233,transcript,EKC26700,
scaffold1532,106072,115792,-1,gene,CGI_10028235,transcript,EKC26701,Anoctamin 
scaffold1532,176651,177200,-1,gene,CGI_10028236,transcript,EKC26702,
scaffold1532,190650,203280,-1,gene,CGI_10028237,transcript,EKC26703,"Beta-1,4-galactosyltransferase 1 "
scaffold1532,204415,207217,-1,gene,CGI_10028238,transcript,EKC26704,
scaffold1532,231877,233427,1,gene,CGI_10028239,transcript,EKC26705,
scaffold1532,246532,248136,1,gene,CGI_10028240,transcript,EKC26706,Tripartite motif-containing protein 2 
scaffold1532,254002,254406,-1,gene,CGI_10028241,transcript,EKC26707,
scaffold1532,273642,274274,-1,gene,CGI_10028242,transcript,EKC26708,
scaffold1532,296822,297976,1,gene,CGI_10028243,transcript,EKC26709,Tripartite motif-containing protein 2 
scaffold1532,321703,334271,1,gene,CGI_10028244,transcript,EKC26710,Phytanoyl-CoA hydroxylase-interacting-like protein 
scaffold1532,338883,350677,-1,gene,CGI_10028246,transcript,EKC26711,Ankyrin repeat and FYVE domain-containing protein 1 
scaffold1532,351032,354777,1,gene,CGI_10028247,transcript,EKC26712,3-oxoacyl-
scaffold1532,379596,382070,-1,gene,CGI_10028248,transcript,EKC26713,
scaffold1532,391874,403369,1,gene,CGI_10028249,transcript,EKC26714,DNA polymerase III polC-type 
scaffold1532,405806,428910,1,gene,CGI_10028250,transcript,EKC26715,CCR4-NOT transcription complex subunit 1 
scaffold1532,445961,453744,-1,gene,CGI_10028251,transcript,EKC26716,Nuclear hormone receptor HR96 
scaffold1532,468096,471822,1,gene,CGI_10028252,transcript,EKC26717,
scaffold1532,523729,549500,1,gene,CGI_10028254,transcript,EKC26718,Angiomotin 
scaffold1532,554051,561900,-1,gene,CGI_10028255,transcript,EKC26719,Ribonuclease H2 subunit B 
scaffold1532,565727,566074,-1,gene,CGI_10028256,transcript,EKC26720,
scaffold1532,577371,590809,-1,gene,CGI_10028257,transcript,EKC26721,Alpha-2C adrenergic receptor 
scaffold1532,592573,597797,1,gene,CGI_10028259,transcript,EKC26722,
scaffold1532,603430,604998,1,gene,CGI_10028260,transcript,EKC26723,
scaffold1532,606606,610636,-1,gene,CGI_10028261,transcript,EKC26724,
scaffold1532,634183,634494,1,gene,CGI_10028262,transcript,EKC26725,
scaffold1532,635106,637133,1,gene,CGI_10028263,transcript,EKC26726,
scaffold1532,638492,642462,1,gene,CGI_10028264,transcript,EKC26727,
scaffold1532,648398,649285,-1,gene,CGI_10028265,transcript,EKC26728,
scaffold1532,716288,721636,-1,gene,CGI_10028266,transcript,EKC26729,Charged multivesicular body protein 2b 
scaffold1532,724787,737762,-1,gene,CGI_10028267,transcript,EKC26730,Translocation protein SEC63-like protein 
scaffold1532,740380,743413,1,gene,CGI_10028268,transcript,EKC26731,Kyphoscoliosis peptidase 
scaffold1532,754224,756546,-1,gene,CGI_10028270,transcript,EKC26732,
scaffold1532,780284,792817,-1,gene,CGI_10028271,transcript,EKC26733,
scaffold1532,794910,825805,-1,gene,CGI_10028272,transcript,EKC26734,Peroxidasin 
scaffold1532,877478,906408,1,gene,CGI_10028273,transcript,EKC26735,Protein quaking-B 
scaffold1532,918187,932549,1,gene,CGI_10028274,transcript,EKC26736,
scaffold1532,951741,953477,1,gene,CGI_10028275,transcript,EKC26737,Tripartite motif-containing protein 3 
scaffold1532,956349,969868,1,gene,CGI_10028276,transcript,EKC26738,Severin 
scaffold1532,970227,975953,-1,gene,CGI_10028277,transcript,EKC26739,
scaffold1532,980578,997386,-1,gene,CGI_10028278,transcript,EKC26740,Complement C1q-like protein 4 
scaffold1532,1062422,1062688,-1,gene,CGI_10028279,transcript,EKC26741,
scaffold1532,1066273,1066644,-1,gene,CGI_10028280,transcript,EKC26742,
scaffold1532,1112130,1112501,-1,gene,CGI_10028281,transcript,EKC26743,
scaffold1532,1127066,1152811,1,gene,CGI_10028283,transcript,EKC26744,Receptor-type tyrosine-protein phosphatase T 
scaffold1532,1153032,1156319,1,gene,CGI_10028284,transcript,EKC26745,
scaffold1532,1221409,1231062,-1,gene,CGI_10028285,transcript,EKC26746,
scaffold1532,1232732,1236633,-1,gene,CGI_10028286,transcript,EKC26747,
scaffold1532,1291599,1296916,1,gene,CGI_10028287,transcript,EKC26748,Kidney mitochondrial carrier protein 1 
scaffold1532,1301035,1351939,-1,gene,CGI_10028288,transcript,EKC26749,
scaffold1532,1355951,1380707,-1,gene,CGI_10028289,transcript,EKC26750,Ankyrin repeat and MYND domain-containing protein 1 
scaffold1532,1394544,1396485,-1,gene,CGI_10028290,transcript,EKC26751,Emopamil-binding-like protein 
scaffold1532,1401170,1403100,1,gene,CGI_10028291,transcript,EKC26752,TAR DNA-binding protein 43 
scaffold1532,1408196,1409146,-1,gene,CGI_10028292,transcript,EKC26753,
scaffold1532,1410103,1416137,1,gene,CGI_10028293,transcript,EKC26754,NHL repeat-containing protein 2 
scaffold1532,1421242,1436722,-1,gene,CGI_10028294,transcript,EKC26755,
scaffold1532,1440369,1441650,-1,gene,CGI_10028295,transcript,EKC26756,
scaffold1532,1446258,1454254,-1,gene,CGI_10028296,transcript,EKC26757,Solute carrier family 23 member 2 
scaffold1532,1455694,1464695,-1,gene,CGI_10028297,transcript,EKC26758,Solute carrier family 23 member 2 
scaffold1532,1470892,1479935,-1,gene,CGI_10028298,transcript,EKC26759,CD82 antigen 
scaffold1532,1486529,1487982,-1,gene,CGI_10028299,transcript,EKC26760,
scaffold1532,1494498,1496112,1,gene,CGI_10028300,transcript,EKC26761,DnaJ-like protein subfamily C member 15 
scaffold1532,1497779,1507074,1,gene,CGI_10028301,transcript,EKC26762,Eukaryotic translation initiation factor 2A 
scaffold1532,1508697,1510802,-1,gene,CGI_10028303,transcript,EKC26763,Cytochrome P450 1A1 
scaffold1532,1513048,1517030,-1,gene,CGI_10028304,transcript,EKC26764,Cytochrome P450 2C14 
scaffold1532,1520366,1523434,-1,gene,CGI_10028305,transcript,EKC26765,Cytochrome P450 2C39 
scaffold1532,1528379,1533385,-1,gene,CGI_10028306,transcript,EKC26766,Cytochrome P450 2C14 
scaffold1532,1542608,1545839,-1,gene,CGI_10028307,transcript,EKC26767,Cytochrome P450 2J2 
scaffold1532,1547913,1548287,-1,gene,CGI_10028308,transcript,EKC26768,Cytochrome P450 2C54 
scaffold1532,1551097,1553246,-1,gene,CGI_10028309,transcript,EKC26769,Cytochrome P450 2C3 
scaffold1532,1559420,1560818,-1,gene,CGI_10028310,transcript,EKC26770,Cytochrome P450 2J1 
scaffold1532,1564766,1567550,-1,gene,CGI_10028311,transcript,EKC26771,Cytochrome P450 2J2 
scaffold1532,1579852,1602581,-1,gene,CGI_10028312,transcript,EKC26772,Breast cancer type 1 susceptibility-like protein 
scaffold1532,1605274,1607427,-1,gene,CGI_10028313,transcript,EKC26773,Cytochrome P450 2B19 
scaffold1532,1610301,1631386,1,gene,CGI_10028314,transcript,EKC26774,Centromere protein I 
scaffold1532,1652437,1653204,1,gene,CGI_10028315,transcript,EKC26775,
scaffold1532,1669116,1670212,1,gene,CGI_10028316,transcript,EKC26776,
scaffold675,2221,2406,-1,gene,CGI_10017851,transcript,EKC33919,
scaffold675,5272,10088,1,gene,CGI_10017852,transcript,EKC33920,
scaffold675,31773,43636,1,gene,CGI_10017853,transcript,EKC33921,Multiple epidermal growth factor-like domains 10 
scaffold675,93924,100006,1,gene,CGI_10017854,transcript,EKC33922,Dipeptidyl-peptidase 1 
scaffold675,104061,109685,1,gene,CGI_10017855,transcript,EKC33923,Pleckstrin 
scaffold675,127230,137231,1,gene,CGI_10017857,transcript,EKC33924,Inter-alpha-trypsin inhibitor heavy chain H3 
scaffold675,142317,153336,-1,gene,CGI_10017858,transcript,EKC33925,Putative beta-D-xylosidase 5 
scaffold675,159550,164631,-1,gene,CGI_10017859,transcript,EKC33926,GRIP and coiled-coil domain-containing protein 1 
scaffold675,165700,174222,1,gene,CGI_10017860,transcript,EKC33927,ESF1-like protein 
scaffold675,184413,210696,1,gene,CGI_10017861,transcript,EKC33928,Hypoxia-inducible factor 1 alpha 
scaffold675,215174,226384,1,gene,CGI_10017862,transcript,EKC33929,"Arginase, hepatic "
scaffold675,232857,253280,-1,gene,CGI_10017863,transcript,EKC33930,
scaffold675,253732,271119,1,gene,CGI_10017864,transcript,EKC33931,Two pore calcium channel protein 1 
scaffold675,274486,277085,-1,gene,CGI_10017865,transcript,EKC33932,
scaffold675,298519,308407,-1,gene,CGI_10017866,transcript,EKC33933,
scaffold675,314405,319228,-1,gene,CGI_10017867,transcript,EKC33934,
scaffold675,320322,328958,1,gene,CGI_10017868,transcript,EKC33935,Gephyrin 
scaffold675,337968,354059,1,gene,CGI_10017869,transcript,EKC33936,Gephyrin 
